lead_time,required_car_parking_spaces,total_of_special_requests,previous_cancellations,previous_bookings_not_canceled,adr,adults,children,babies,deposit_type,market_segment,distribution_channel,customer_type,hotel,arrival_date_year,arrival_date_month,arrival_date_day_of_month,is_canceled
372,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
372,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
372,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
174,0,0,0,0,149.4,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
372,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
372,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
372,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
372,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
137,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
372,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
61,0,0,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
112,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,4,1
61,0,0,0,0,162.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
63,0,0,0,0,162.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
90,0,0,0,0,189.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
25,0,0,0,0,230.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
13,0,0,0,0,224.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
90,0,0,0,0,189.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
35,0,0,0,0,140.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
58,0,0,0,0,135.0,2,1,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
127,0,0,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
105,0,2,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
27,0,1,0,0,175.0,2,1,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,4,1
127,0,0,0,0,135.0,2,1,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
81,0,0,0,0,168.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
44,0,0,0,0,169.2,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
59,0,0,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
334,0,0,0,0,80.1,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
76,0,3,0,0,194.06,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,4,1
4,0,0,0,0,0.0,1,0,0,No Deposit,Complementary,Direct,Transient,City Hotel,2017,April,5,1
8,0,2,0,0,114.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
1,0,0,0,0,157.5,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
89,0,1,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
98,0,3,0,0,121.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
68,0,0,0,0,100.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
16,0,0,0,0,174.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
34,0,2,0,0,95.0,1,0,0,No Deposit,Corporate,Corporate,Transient,City Hotel,2017,April,5,1
16,0,0,0,0,174.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
79,0,0,0,0,108.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
83,0,0,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
98,0,2,0,0,121.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
30,0,2,0,0,120.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,110.0,2,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,80.0,1,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
99,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
7,0,0,0,0,6.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
373,0,0,0,0,90.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
68,0,0,0,0,110.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,City Hotel,2017,April,5,1
117,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
117,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
56,0,0,0,0,126.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
75,0,0,0,0,85.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
117,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
117,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
117,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
54,0,0,0,0,108.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
75,0,0,0,0,85.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
75,0,0,0,0,85.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
134,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
117,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
75,0,0,0,0,85.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
75,0,0,0,0,85.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
117,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
72,0,0,0,0,162.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
117,0,0,0,0,93.5,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,5,1
75,0,0,0,0,85.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
75,0,0,0,0,85.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
75,0,0,0,0,85.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,5,1
56,0,0,0,0,128.0,2,1,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,5,1
77,0,2,0,0,126.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
55,0,0,0,0,135.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
33,0,0,0,0,220.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,5,1
95,0,0,0,0,134.25,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,5,1
10,0,0,0,0,214.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
10,0,0,0,0,174.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
17,0,0,0,0,165.1,3,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
38,0,0,0,0,130.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
312,0,0,0,0,109.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
134,0,0,0,0,240.3,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
38,0,0,0,0,130.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
76,0,0,0,0,126.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
82,0,0,0,0,127.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
295,0,0,0,0,109.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
303,0,1,0,0,181.8,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,85.0,1,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
231,0,0,0,0,101.25,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,85.0,1,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,85.0,1,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
82,0,0,0,0,127.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
139,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
175,0,1,0,0,121.33,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
230,0,0,0,0,101.25,0,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
31,0,0,0,0,220.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
55,0,0,0,0,171.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
178,0,0,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
122,0,1,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
139,0,0,0,0,85.0,1,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
93,0,0,0,0,95.0,2,0,0,Non Refund,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,6,1
82,0,0,0,0,127.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
69,0,0,0,0,85.0,1,0,0,Non Refund,Corporate,Corporate,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
62,0,0,0,0,135.0,1,0,0,Non Refund,Groups,TA/TO,Transient,City Hotel,2017,April,6,1
